time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7
0,2113.189,1870.683,2336.479,1675.536,5081.701,1390.587,1095.001
10,2073.117,1871.217,2288.031,1684.593,4786.799,1263.221,1041.892
20,2064.541,1870.038,2312.088,1647.943,4842.555,1366.861,1060.564
30,2062.48,1811.884,2360.664,1740.988,4855.359,1312.591,1087.057
40,2022.198,1802.283,2292.248,1630.221,4771.659,1339.149,1077.924
50,2024.591,1817.946,2315.355,1651.043,4802.74,1278.88,1072.783
60,2074.411,1827.806,2340.927,1613.828,4566.956,1252.933,1040.82
70,2109.709,1853.752,2375.462,1596.335,4588.578,1286.163,1033.334
80,2167.187,1865.228,2348.352,1606.057,4465.846,1304.476,990.114
90,2158.911,1920.192,2389.846,1632.082,4573.896,1292.524,1029.62
100,2218.315,2020.192,2407.658,1667.47,4553.638,1342.582,1041.703
110,2205.1,1931.328,2397.302,1699.272,4584.969,1330.168,1017.668
120,2203.726,1969.154,2457.64,1719.387,4556.688,1351.447,1022.391
130,2260.378,1941.73,2386.732,1742.229,4629.003,1373.274,1030.564
140,2252.122,1952.801,2388.354,1713.509,4622.745,1309.721,985.134
150,2192.361,1970.792,2405.726,1754.922,4730.185,1365.625,1017.403
160,2223.326,1965.743,2419.709,1756.978,4711.698,1372.639,1002.454
170,2228.189,2013.781,2408.846,1794.35,4806.94,1391.995,1025.454
180,2241.774,2012.915,2410.765,1812.933,4883.409,1407.851,1041.716
190,2215.641,2023.815,2400.952,1774.17,4860.659,1387.644,1014.338
200,2190.894,1987.732,2409.628,1744.027,4770.534,1322.024,974.35
210,2263.007,1997.112,2435.65,1838.851,4886.034,1437.01,985.229
220,2223.517,2021.884,2484.314,1823.951,4849.021,1437.01,1036.458
230,2203.787,1932.873,2411.913,1793.965,4811.977,1448.024,1016.609
240,2209.089,1951.734,2428.08,1778.982,4799.724,1402.457,1040.874
250,2172.707,1982.08,2396.146,1776.125,4863.047,1402.332,1037.34
260,2200.643,1952.049,2407.117,1784.84,4757.911,1357.654,993.798
270,2181.587,1996.612,2384.736,1794.223,4736.07,1354.529,1022.1
280,2147.107,1922.792,2422.039,1765.427,4721.862,1400.885,987.025
290,2127.948,1919.616,2396.756,1727.141,4788.542,1407.913,1051.817
300,2099.711,1926.473,2395.685,1727.493,4834.557,1427.534,1047.869
310,2086.893,1856.058,2348.171,1705.642,4913.917,1405.548,1096.365
320,2127.631,1918.004,2340.358,1662.806,4821.5,1467.447,1109.835
330,2142.97,1915.377,2399.425,1727.384,4893.815,1443.192,1092.877
340,2075.209,1929.295,2299.418,1755.472,4890.221,1440.38,1135.225
350,2104.702,1910.725,2316.816,1747.239,4941.391,1490.909,1132.532
360,2054.894,1911.574,2313.168,1702.994,4935.273,1437.856,1132.278
370,2119.796,1887.031,2354.774,1713.479,5084.049,1456.615,1135.873
380,2057.583,1871.897,2319.283,1760.877,5109.07,1479.649,1132.622
390,2046.581,1865.754,2271.057,1676.029,5115.974,1456.207,1107.368
400,2060.006,1877.163,2315.312,1697.558,5103.654,1432.135,1140.485
410,2067.248,1828.542,2347.231,1754.393,5081.755,1445.356,1151.945
420,2062.763,1819.629,2319.988,1659.744,5148.841,1443.308,1156.352
430,2056.728,1855.821,2333.653,1651.145,5138.846,1508.476,1127.07
440,2049.033,1816.638,2371.864,1681.924,5261.654,1431.538,1150.108
450,2021.069,1849.614,2317.599,1646.039,5095.401,1436.649,1107.114
460,2062.104,1792.417,2275.789,1652.268,5088.578,1455.745,1111.505
470,2049.754,1812.46,2302.487,1666.245,5197.234,1438.082,1120.137
480,2001.183,1805.482,2275.645,1647.9,5099,1435.87,1073.78
490,2037.243,1804.605,2321.614,1605.029,5144.898,1443.846,1130.876
500,2032.996,1762.123,2347.899,1686.935,5096.06,1441.962,1076.881
510,2043.741,1767.413,2275.525,1698.632,5116.049,1396.337,1106.889
520,2008.859,1732.098,2313.049,1615.53,5188.32,1420.091,1086.501
530,1994.1,1738.542,2293.685,1694.644,5211.672,1517.649,1074.975
540,2010.996,1743.857,2290.096,1665.321,5218.911,1405.111,1045.869
550,1943.639,1733.165,2276.326,1617.239,5209.211,1361.062,1093.836
560,1982.97,1687.567,2227.138,1635.053,5341.758,1403.24,1088.63
570,1974.357,1744.257,2290.302,1645.115,5383.107,1408.337,1048.641
580,1926.006,1733.792,2323.658,1655.579,5553.146,1435.317,1107.483
590,1947.052,1747.288,2272.136,1585.777,5403.542,1468.822,1099.1
600,1986.272,1702.353,2296.35,1672.869,5441.273,1484.029,1074.8
610,1935.37,1665.857,2265.34,1599.413,5530.911,1466.212,1115.511
620,1912.822,1725.234,2247.362,1613.012,5455.284,1421.192,1111.271
630,1924.737,1716.431,2287.215,1605.554,5456.422,1430.957,1099.555
640,1941.139,1736.328,2278.927,1616.188,5471.99,1416.918,1058.835
650,1906.587,1750.172,2289.583,1638.583,5542.154,1388.106,1096.919
660,1901.944,1741.953,2228.056,1608.456,5470.961,1381.63,1109.928
670,1896.978,1756.83,2250.127,1554.337,5477.88,1498.072,1131.76
680,1907.559,1731.842,2239.774,1571.56,5568.659,1430.303,1121.85
690,1900.189,1723.975,2282.876,1560.333,5651.977,1490.327,1105.285
700,1880.315,1721.96,2258.71,1560.791,5647.779,1440.923,1122.779
710,1867.107,1762.888,2257.399,1545.986,5650.432,1424.438,1123.925
720,1846.924,1735.257,2268.732,1537.652,5593.354,1517.312,1142.828
730,1873.28,1735.931,2231.14,1562.89,5551.206,1434.712,1120.552
740,1879.883,1703.223,2240.758,1555.331,5590.375,1336.668,1104.619
750,1859.994,1732.094,2229.907,1533.908,5542.411,1378.822,1108.371
760,1868.62,1730.583,2241.876,1542.963,5468.331,1381.668,1097.925
770,1824.222,1752.143,2237.276,1576.053,5405.383,1422.365,1081.271
780,1833.1,1704.127,2266.858,1570.632,5521.201,1347.163,1110.688
790,1820.85,1707.489,2306.318,1563.624,5522.536,1402.875,1127.123
800,1823.378,1750.35,2215.033,1622.378,5569.852,1441.24,1106.591
810,1839.602,1721.605,2234.198,1579.315,5555.5,1449.077,1101.409
820,1862.65,1722.4,2224.087,1607.403,5503.253,1386.731,1096.607
830,1784.391,1798.636,2207.121,1591.421,5528.326,1307.663,1092.218
840,1864.883,1804.991,2187.67,1568.528,5554.263,1357.654,1101.744
850,1819.709,1822.752,2183.856,1559.521,5601.146,1352.894,1136.129
860,1901.496,1771.681,2212.591,1598.039,5524.065,1337.587,1088.662
870,1915.5,1730.567,2166.152,1597.139,5504.112,1374.688,1083.077
880,1896.498,1766.004,2200.226,1580.836,5595.128,1347.303,1111.739
890,1830.835,1714.694,2191.928,1592.374,5524.167,1338.457,1079.516
900,1874.907,1746.661,2201.435,1568.153,5671.964,1387.029,1078.49
910,1867.057,1740.272,2175.328,1523.92,5579.57,1339.971,1116.44
920,1847.667,1741.004,2187.008,1564.35,5629.328,1372.649,1077.029
930,1837.878,1710.679,2176.555,1607.215,5536.003,1308.582,1087.013
940,1827.794,1700.074,2191.1,1543.861,5501.057,1416.154,1092.357
950,1830.787,1711.279,2273.477,1598.004,5615.24,1383.986,1062.971
960,1833.126,1728.288,2218.554,1579.679,5635.076,1324.173,1083.869