time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13
0,892.448,1290.08,1160.282,1969.211,728.284,1047.998,860.483,1053.444,1440.817,1089.985,1556.342,2192.637,1361.266
40,916.995,1384.164,1166.984,2047.877,728.924,1060.531,854.056,1022.589,1400.789,1110.194,1583.422,2222.939,1330.808
80,943.727,1421.041,1200.507,2077.939,741.83,1026.115,836.026,1039.741,1435.761,1051.127,1583.003,2218.075,1350.781
120,871.479,1257.601,927.802,1826.961,726.248,1016.185,878.061,1010.176,1404.046,1090.652,1515.435,2228.554,1321.9
160,882.583,1324.196,962.507,1792.511,739.619,1052.341,862.309,1051.443,1393.852,1096.866,1564.952,2330.478,1305.826
200,876.511,1299.46,967.507,1856.431,740.228,1045.798,863.848,1090.606,1443.167,1055.88,1542.466,2335.98,1319.602
240,894.714,1314.912,984.534,1886.067,726.433,1026.02,850.994,1050.689,1418.046,1048.664,1569.79,2357.498,1334.128
280,903.949,1332.055,1097.362,1865.448,734.358,1023.587,859.057,1014.62,1418.83,992.491,1514.142,2293.403,1318.172
320,921.564,1300.618,1150.577,1907.139,738.198,1020.437,849.222,1032.504,1410.381,1005.475,1574.348,2277.649,1319.527
360,917.009,1332.521,1184.139,1911.562,724.86,985.215,847.741,1019.765,1345.443,996.397,1577.215,2281.842,1312.873
400,900.788,1322.501,1205.055,1881.384,738.813,1008.919,844.048,1019.331,1365.424,937.021,1588.212,2290.822,1307.016
440,911.196,1349.859,1163.763,1915.11,732.209,997.628,824.163,1037.107,1362.694,984.883,1565.132,2281.714,1278.766
480,918.719,1328.814,1182.505,1951.059,730.504,1057.63,848.043,1012.098,1386.517,971.574,1560.571,2290.773,1271.224
520,916.145,1357.047,1185.544,1941.397,708.437,1026.75,796.58,1014.131,1422.265,983.995,1597.59,2298.104,1259.557
560,924.431,1368.104,1208.515,1949.198,736.939,1031.557,802.441,1031.169,1456.628,992.754,1582.255,2266.286,1253.142
600,889.344,1331.196,1203.286,1968.207,739.478,1044.481,816.763,1002.107,1476.826,977.873,1544.195,2292.348,1218.115
640,894.725,1277.423,1130.487,1954.822,724.011,1057.826,838.131,1019.517,1472.22,994.355,1539.619,2288.729,1250.997
680,908.384,1341,1155.309,2007.36,687.255,1045.419,771.791,977.428,1425.665,978.858,1576.59,2296.777,1269
720,931.551,1334.153,1197.773,2026.082,732.393,1034.383,818.319,1044.97,1467.62,983.228,1577.812,2296.761,1264.877
760,893.707,1364.088,1160.652,1969.753,701.678,1039.239,798.383,976.631,1396.702,996.25,1517.471,2265.411,1269.956
800,901.163,1369.665,1171.006,1894.883,704.033,1020.97,805.683,1039.228,1428.902,1010.1,1478.159,2254.634,1274.152
840,882.157,1258.2,1121.476,1829.47,698.563,1015.841,790.85,973.596,1404.317,1014.883,1516.68,2264.662,1279.236
880,878.404,1321.636,1175.429,1857.284,701.498,987.656,756.798,984.23,1428.998,987.447,1512.335,2172.328,1232.053
920,883.495,1313.994,1146.93,1855.769,709.996,981.831,804.869,1039.693,1370.631,998.419,1516.59,2243.589,1252.063
960,872.164,1309.348,1068.798,1871.56,671.065,994.844,779.961,1002.263,1410.724,993.844,1495.477,2264.713,1254.765
1000,858.033,1311.855,1094.857,1844.145,683.661,985.472,774.031,979.687,1453.022,993.227,1484.158,2203.818,1251.924
1040,861.096,1320.28,1107.423,1815.926,676.058,994.933,800.774,1001.835,1415.948,988.13,1511.976,2201.822,1260.339
1080,878.623,1312.654,1076.759,1813.438,679.608,1005.659,771.561,986.026,1383.887,998.421,1577.976,2215.551,1305.292
1120,869.344,1346.45,1096.031,1784.84,665.583,971.754,778.969,1001.493,1394.244,993.292,1547.619,2219.561,1237.095
1160,871.74,1341.16,1091.031,1745.215,652.558,998.652,793.867,998.291,1368.954,994.79,1508.717,2214.537,1285.339
1200,791.517,1215.002,1059.209,1638.828,589.617,924.933,722.154,957.846,1316.646,931.55,1419.728,2106.526,1159.117
1240,784.887,1174.945,1069.395,1671.949,598.745,909.033,676.585,895.748,1331.459,944.956,1402.891,2125.377,1204.495
1280,825.368,1196.591,1104.822,1777.697,587.477,951.4,737.583,913.237,1345.019,985.295,1459.908,2058.116,1214.708
1320,784.645,1203.057,1053.429,1714.736,547.868,875.669,685.035,891.246,1269.222,936.049,1382.172,2102.366,1226.874
1360,802.76,1213.941,1092.254,1698.734,584.643,898.887,714.954,888.62,1327.483,942.713,1373.794,2087.688,1228.889
1400,802.935,1207.634,1094.55,1764.787,581.203,908.504,700.817,882.131,1303.841,943.383,1364.127,2121.117,1193.814
1440,805.762,1223.601,1108.117,1759.431,588.104,897.061,725.154,904.133,1331.2,943.372,1445.959,2106.19,1250.668
1480,818.802,1212.429,1065.701,1751.135,602.294,883.094,721.817,905.993,1320.924,932.422,1354.287,2090.861,1219.649
1520,788.258,1177.511,1077.485,1772.384,587.109,860.113,718.902,947.626,1351.733,938.848,1393.138,2093.439,1200.505
1560,800.445,1150.881,1073.92,1704.029,568.93,896.467,735.148,853.278,1326.13,928.008,1385.694,2092.228,1248.131
1600,800.733,1153.233,1030.033,1725.292,575.573,895.728,724.12,877.626,1306.426,920.66,1396.075,2125.271,1226.339
1640,786.986,1157.912,1053.611,1733.536,572.679,876.869,718.233,898.146,1281.293,899.696,1424.594,2103.732,1232.857
1680,809.774,1203.828,1060.937,1728.262,571.113,878.522,765.722,914.004,1295.707,935.674,1451.451,2127.467,1253.547
1720,797.158,1142.699,1034.225,1731.491,569.009,885.648,751.319,905.552,1271.465,900.073,1449.061,2103.542,1234.846
1760,799.86,1187.798,1044.362,1713.896,556.366,891.619,734.144,918.063,1276.028,923.551,1450.569,2094.47,1253.517
1800,786.852,1161.215,1059.247,1679.072,569.645,863.287,752.393,908.919,1280.296,917.236,1439.466,2037.923,1269.668
1840,782.63,1223.603,1072.624,1706.644,559.231,845.096,753.4,894.731,1276.991,918.458,1427.582,2071.442,1245.909
1880,802.392,1219.697,1071.724,1702.155,576.654,874.031,778.344,888.139,1275.481,907.81,1443.011,2076.063,1241.525
1920,792.75,1212.918,1028.231,1718.468,579.621,843.793,763.067,896.448,1326.404,971.025,1495.33,2117.312,1241.183
1960,804.81,1216.65,1044.812,1749.607,558.686,897.167,759.787,934.728,1308.065,941.409,1471.151,2058.57,1276.909
2000,792.623,1192.967,1053.292,1742.364,562.922,876.335,708.922,926.367,1312.978,942.973,1488.336,2029.17,1245.554
2040,782.716,1207.01,1067.274,1735.055,573.462,882.378,756.094,860.561,1284.113,941.756,1450.869,2060.06,1211.395
2080,764.456,1178.73,1099.354,1688.174,571.531,863.094,733.7,864.991,1293.957,940.738,1501.048,2041.804,1212.048
2120,768.839,1166.151,1095.454,1705.264,556.188,883.793,727.426,868.772,1285.3,942.69,1473.956,2076.677,1239.856
2160,786.229,1137.806,1031.759,1683.953,554.657,871.776,731.687,880.467,1312.23,953.873,1440.115,2091.752,1224.218
2200,756.322,1117.348,997.172,1681.996,563.692,841.889,714.117,855.92,1271.609,929.793,1410.215,2058.589,1249.76
2240,745.859,1144.256,1028.616,1686.006,548.863,832.207,685.32,850.772,1261.626,874.048,1434.774,2114.652,1233.039
2280,742.775,1087.505,1061.697,1702.499,542.123,842.287,722.167,876.496,1276.87,907.887,1416.182,2064.77,1243.215
2320,775.54,1110.524,1073.225,1712.687,548.785,851.111,711.73,862.952,1283.007,949.575,1415.892,2068.212,1231.009
2360,733.08,1104.56,1042.888,1717.223,570.082,853.237,715.996,849.674,1291.302,938.091,1405.272,2045.454,1257.423
2400,754.214,1144.892,1032.616,1695.663,551.791,869.68,708.557,848.913,1286.778,945.275,1419.442,2057.394,1266.109
2440,735.733,1151.521,1046.38,1638.663,559.627,834.643,717.204,885.785,1253.25,934.551,1416.144,2087.049,1222.186
2480,741.142,1148.342,972.663,1664.08,545.638,822.676,733.694,853.891,1231.772,919.587,1427.064,2037.455,1245.048
2520,724.99,1139.354,983.689,1689,567.322,869.498,727.494,883.719,1273.361,949.069,1379.316,2078.491,1241.202
2560,758.925,1163.716,995.898,1748.014,556.014,828.783,697.091,830.898,1232.274,929.326,1382.546,2048.319,1228.482
2600,747.867,1170.869,947.62,1721.254,551.512,810.93,697.291,891.531,1297.789,951.681,1428.028,2023.721,1221.565
2640,742.154,1145.434,940.622,1704.166,547.237,811.009,691.991,857.898,1246.739,959.754,1418.227,2018.252,1242.573
2680,738.01,1103.748,994.628,1724.018,563.046,809.876,700.052,850.846,1232.857,929.543,1402.858,2069.207,1232.276
2720,716.195,1117.027,946.509,1696.9,577.528,847.278,696.326,851.943,1248.389,936.888,1389.645,2049.768,1223.904
2760,728.649,1121.879,959.35,1721.63,563.742,800.296,669.024,842.656,1242.667,911.348,1423.633,2036.287,1242.367
2800,713.397,1160.46,936.481,1682.127,536.364,804.009,681.83,806.056,1284.439,918.669,1387.045,2012.338,1238.515
2840,716.322,1116.975,959.536,1646.192,544.96,797.811,670.007,866.639,1273.687,905.219,1361.14,2005.989,1225.979
2880,742.205,1110.798,964.616,1725.391,572.213,821.535,682.37,874.639,1297.504,949.502,1427.252,2018.498,1255.641
2920,701.399,1106.382,968.356,1716.419,539.99,840.561,690.254,869.574,1283.459,906.339,1367.913,1961.527,1225.832
2960,731.213,1137.861,947.658,1715.644,541.447,845.385,668.048,848.55,1277.846,954.123,1419.547,2025.276,1259.996
3000,743.661,1186.847,968.734,1734.738,551.686,852.937,691.707,880.228,1260.835,964.206,1400.471,2012.338,1255.136
3040,742.402,1099.742,910.663,1678.806,555.469,831.27,671.3,856.713,1267.896,957.379,1369.633,2038.104,1236.152
3080,709.318,1092.088,914.857,1627.699,562.958,855.048,714.404,908.087,1336.1,972.611,1393.599,2045.068,1289.083
3120,711.028,1065.607,924.082,1623.07,538.748,830.259,698.172,862.506,1288.354,904.996,1343.861,2020.004,1261.533
3160,717.437,1092.274,901.01,1609.431,539.916,818.524,665.496,832.867,1239.572,944.37,1335.486,2002.873,1274.318
3200,727.779,1053.249,888.272,1667.9,539.658,848.652,695.465,857.219,1254.654,963.8,1356.271,2057.685,1270.371
3240,731.955,1107.532,926.188,1699.937,533.784,843.13,716.726,846.928,1278.926,968.282,1399.433,2032.908,1270.143
3280,710.963,1085.742,887.566,1623.613,518.639,827.963,698.233,840.333,1254.035,954.275,1421.621,2026.187,1264.71
3320,698.469,1084.112,890.53,1596.096,528.588,847.031,702.683,849.987,1267.093,1011.344,1418.194,2054.037,1230.264
3360,703.96,1122.436,903.284,1669.123,526.427,832.076,697.052,874.774,1291.491,937.61,1371.231,1975.364,1198.075
3400,707.05,1101.086,912.344,1685.321,537.531,820.561,691.719,845.748,1243.757,936.781,1409.558,2017.001,1233.232
3440,695.466,1120.609,896.941,1659.8,540.414,831.493,672.635,873.781,1318.106,930.222,1404.621,1990.625,1176.462
3480,705.275,1155.609,903.051,1735.02,541.737,839.039,691.65,875.652,1284.902,915.159,1437.983,2000.231,1209.466
3520,685.246,1081.481,873.804,1674.022,551.029,818.307,680.509,846.83,1300.111,911.489,1396.136,1996.378,1217.158
3560,691.009,1096.697,898.327,1671.022,541.802,830.396,678.952,848.633,1300.898,920.499,1395.541,1951.884,1156.705
3600,696.144,1063.45,879.822,1674.8,568.228,830.615,696.304,853.843,1305.431,913.029,1391.433,1920.561,1232.68